nombre,tags,paso_actual,propuesta_paso_a_paso
Orange Whip,"citrico, clasico","1) Agregar Jugo de naranja, Ron, Vodka y Crema a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Jugo de naranja, Ron, Vodka, Crema y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Orangeade,"citrico, clasico, refrescante","1) Llenar vaso highball con hielo.
2) Agregar Jugo de limon, Jugo de naranja y Jarabe simple.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Jugo de limon, Jugo de naranja, Jarabe simple y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Oreo Mudslide,clasico,"1) Agregar Vodka, Kahlua, Baileys crema irlandesa y Helado de vainilla a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso collins bien frio.
4) Decorar con Oreo cookie.","1) Agregar Vodka, Kahlua, Baileys crema irlandesa, Helado de vainilla y Oreo cookie a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso collins"
Orgasm,clasico,"1) Agregar Crema de cacao, Amaretto, Triple sec, Vodka y Crema ligera a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Crema de cacao, Amaretto, Triple sec, Vodka y Crema ligera a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Owen's Grandmother's Revenge,clasico,"1) Agregar Whisky, Cerveza y Limonada a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Whisky, Cerveza, Limonada y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Paloma,"clasico, tequila","1) Llenar vaso collins con hielo.
2) Agregar Tequila.
3) Completar con Bebida de uva y mezclar suavemente.","1) Agregar Bebida de uva y Tequila a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Paper Plane,"amargo, citrico, estadounidense, moderno","1) Agregar Whiskey Bourbon, Aperol, Amaro Nonino y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe.","1) Agregar Whiskey Bourbon, Aperol, Amaro Nonino y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa coupe"
Paradise,"citrico, clasico, gin","1) Agregar Gin, Brandy de damasco y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Gin, Brandy de damasco y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Passion Fruit Martini,"citrico, clasico, frutal, martini","1) Agregar Vodka, Jarabe simple y Jugo de maracuya a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Vodka, Jarabe simple y Jugo de maracuya a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Pegu Club,"amargo, citrico, clasico, gin","1) Agregar Gin, Curacao naranja, Jugo de lima, Amargo de angostura y Amargo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Gin, Curacao naranja, Jugo de lima, Amargo de angostura y Amargo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Penicillin,"citrico, clasico","1) Agregar Scotch mezclado, Jugo de limon, Jarabe de miel, Jarabe de jengibre y Scotch single malt a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.","1) Agregar Scotch mezclado, Jugo de limon, Jarabe de miel, Jarabe de jengibre y Scotch single malt a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Pichuncho,"amargo, bar-top-chile, chileno, clasico, pisco, rapido, top-bars, vino","1) Agregar Pisco, Vermut rojo y Araucano a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Pisco, Vermut rojo y Araucano a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Pimm's Cup,"clasico, ingles, rapido, refrescante, verano","1) Agregar Pimm's No. 1 y Limonada a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Pepino, Menta y Frutillas.","1) Agregar Pimm's No. 1, Limonada, Pepino, Menta y Frutillas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Pina Colada,"clasico, cremoso, tiki","1) Agregar Ron claro, Leche de coco y Pina a una licuadora.
2) Agregar hielo a gusto y licuar hasta obtener una mezcla homogenea.
3) Servir en vaso collins.","1) Agregar Ron claro, Leche de coco y Pina a una licuadora
2) Agregar hielo a gusto y licuar hasta integrar bien
3) Servir en vaso collins"
Pineapple Gingerale Smoothie,"clasico, gin, refrescante","1) Agregar Pina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Ginger.","1) Agregar Ginger y Pina a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Pineapple Paloma,"citrico, clasico, tequila","1) Agregar Tequila, Jugo de pomelo, Jugo de lima, Jugo de piña y Lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.
4) Decorar con Pimienta.","1) Agregar Tequila, Jugo de pomelo, Jugo de lima, Jugo de piña, Lima y Pimienta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Pink Gin,"amargo, clasico, gin","1) Agregar Amargo de angostura y Gin a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de vino blanco bien frio.","1) Agregar Amargo de angostura y Gin a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de vino blanco"
Pink Lady,"clasico, cremoso, gin","1) Agregar Gin, Granadina, Crema ligera y Clara de huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Gin, Granadina, Crema ligera y Clara de huevo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Pink Moon,"citrico, clasico, gin","1) Agregar Gin, Licor de coco, Cordial de flor de sauco, Jugo de lima y Moras a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en whiskey glass.","1) Agregar Gin, Licor de coco, Cordial de flor de sauco, Jugo de lima y Moras a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en whiskey copa"
Pink Panty Pulldowns,clasico,"1) Agregar Sprite, Limonada y Vodka a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Sprite, Limonada y Vodka a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Pink Penocha,"citrico, clasico","1) Agregar Everclear, Vodka, Schnapps de durazno, Jugo de naranja y Jugo de arandano a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en ponchera.","1) Agregar Everclear, Vodka, Schnapps de durazno, Jugo de naranja y Jugo de arandano a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en ponchera"
Pisco in the Air,"bar-top-chile, chileno, citrico, clasico, frutal, pisco, top-bars","1) Agregar Pisco, Jugo de lima, Papaya, Frambuesa y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe.
4) Decorar con Albahaca.","1) Agregar Pisco, Jugo de lima, Papaya, Frambuesa, Albahaca y Jarabe simple a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa coupe"
Pisco Martini,"bar-top-chile, chileno, clasico, martini, pisco, rapido, top-bars","1) Agregar Pisco y Vermut seco a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa martini bien frio.
4) Decorar con Salmuera de aceituna y Aceituna.","1) Agregar Pisco, Vermut seco, Salmuera de aceituna y Aceituna a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa martini"
Pisco Negroni,"amargo, bar-top-chile, campari, chileno, clasico, gin, negroni, pisco, rapido, top-bars, vino","1) Agregar Pisco, Vermut rojo y Campari a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso bajo bien frio.","1) Agregar Pisco, Vermut rojo y Campari a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso bajo"
Pisco Sour,"citrico, clasico, cremoso, pisco, sour","1) Agregar Pisco, Jugo de limon, Azucar y Clara de huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Pisco, Jugo de limon, Azucar, Hielo y Clara de huevo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Piscola,"chileno, clasico, pisco, rapido, verano","1) Llenar vaso highball con hielo.
2) Agregar Pisco.
3) Completar con Coca-Cola y mezclar suavemente.
4) Decorar con Limon.","1) Agregar Pisco, Coca-Cola, Hielo y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Pistón,"bar-top-chile, chileno, clasico, highball, pisco, rapido, top-bars","1) Llenar vaso highball con hielo.
2) Agregar Pisco.
3) Completar con Agua tonica y mezclar suavemente.","1) Agregar Pisco, Agua tonica y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Planter's Punch,"citrico, clasico","1) Agregar Ron oscuro, Jarabe de horchata, Jugo de naranja y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Ron oscuro, Jarabe de horchata, Jugo de naranja y Jugo de piña a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Planter’s Punch,"amargo, citrico, clasico","1) Agregar Ron oscuro, Jugo de naranja, Jugo de piña, Granadina, Jarabe simple y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Ron oscuro, Jugo de naranja, Jugo de piña, Granadina, Jarabe simple y Amargo de angostura a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Poncha,"citrico, clasico","1) Agregar Ron blanco, Miel, Jugo de limon y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso bajo.
4) Decorar con Naranja.","1) Agregar Ron blanco, Miel, Jugo de limon, Jugo de naranja y Naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso bajo"
Ponche a la romana,"chileno, clasico, espumante, verano","1) Agregar Champagne y Helado de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa flauta.","1) Agregar Champagne y Helado de piña a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa flauta"
Popped cherry,"citrico, clasico","1) Agregar Vodka, Licor de cereza, Jugo de arandano y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Vodka, Licor de cereza, Jugo de arandano y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Poppy Cocktail,"clasico, gin","1) Agregar Gin y Crema de cacao a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Gin y Crema de cacao a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Pornstar Martini,"citrico, clasico, espumante, frutal, martini","1) Agregar Vodka, Passoa, Jugo de maracuya, Lima y Prosecco a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso de shot bien frio.","1) Agregar Vodka, Passoa, Jugo de maracuya, Lima y Prosecco a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso de shot"
Port And Starboard,clasico,"1) Agregar Granadina y Crema de menta verde a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa pousse cafe.","1) Agregar Granadina y Crema de menta verde a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa pousse cafe"
Port Wine Cocktail,clasico,"1) Agregar Oporto y Brandy a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Oporto y Brandy a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Port Wine Flip,clasico,"1) Agregar Oporto, Crema ligera, Azucar flor y Huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.
4) Decorar con Nuez moscada.","1) Agregar Oporto, Crema ligera, Azucar flor, Huevo y Nuez moscada a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Porto flip,clasico,"1) Agregar Brandy, Oporto y Yema de huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Brandy, Oporto y Yema de huevo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Pure Passion,"citrico, clasico","1) Agregar Ron, Passoa, Jugo de lima, Jarabe de maracuya, Amargo de durazno y Menta a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.","1) Agregar Ron, Passoa, Jugo de lima, Jarabe de maracuya, Amargo de durazno y Menta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Pysch Vitamin Light,"citrico, clasico, refrescante","1) Agregar Jugo de naranja, Jugo de manzana y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Jugo de naranja, Jugo de manzana, Jugo de piña y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Quaker's Cocktail,"citrico, clasico","1) Agregar Ron claro, Brandy, Limon y Jarabe de frambuesa a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Ron claro, Brandy, Limon y Jarabe de frambuesa a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Quarter Deck Cocktail,"citrico, clasico, vino","1) Agregar Ron claro, Jerez y Lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Ron claro, Jerez y Lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Queen Bee,"clasico, vino","1) Agregar Brandy de cafe, Vodka de lima y Jerez a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Brandy de cafe, Vodka de lima y Jerez a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Queen Charlotte,"clasico, vino","1) Llenar vaso collins con hielo.
2) Agregar Vino tinto y Granadina.
3) Completar con Bebida lima-limon y mezclar suavemente.","1) Agregar Vino tinto, Granadina y Bebida lima-limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Queen Elizabeth,"clasico, gin","1) Agregar Vermut seco, Gin y Benedictine a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Vermut seco, Gin y Benedictine a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Quentin,clasico,"1) Agregar Ron oscuro, Kahlua y Crema ligera a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Nuez moscada.","1) Agregar Ron oscuro, Kahlua, Crema ligera y Nuez moscada a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Quick F**K,clasico,"1) Agregar Kahlua, Licor de melon y Baileys crema irlandesa a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso de shot bien frio.","1) Agregar Kahlua, Licor de melon y Baileys crema irlandesa a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso de shot"
Quick-sand,"citrico, clasico","1) Agregar Sambuca negra y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Sambuca negra y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Radioactive Long Island Iced Tea,"clasico, gin, tequila","1) Agregar Ron, Vodka, Tequila, Gin, Triple sec, Chambord raspberry liqueur, Licor de melon y Ron Malibu a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso collins bien frio.","1) Agregar Ron, Vodka, Tequila, Gin, Triple sec, Chambord raspberry liqueur, Licor de melon y Ron Malibu a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso collins"
Radler,clasico,"1) Agregar Cerveza y 7-Up a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.","1) Agregar Cerveza y 7-Up a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
Rail Splitter,"citrico, clasico, gin, refrescante","1) Llenar vaso highball con hielo.
2) Agregar Jarabe simple y Jugo de limon.
3) Completar con Ginger ale y mezclar suavemente.","1) Agregar Jarabe simple, Jugo de limon y Ginger ale a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Ramos Gin Fizz,"citrico, clasico, cremoso, gin","1) Agregar Gin, Jugo de limon, Jarabe simple, Crema y Clara de huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Agua con gas.
4) Decorar con Extracto de vainilla.","1) Agregar Gin, Jugo de limon, Jarabe simple, Crema, Clara de huevo, Extracto de vainilla y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Raspberry Cooler,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Vodka de frambuesa.
3) Completar con Bebida lima-limon y mezclar suavemente.","1) Agregar Vodka de frambuesa, Bebida lima-limon y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Raspberry Julep,clasico,"1) Agregar Whiskey Bourbon, Jarabe de frambuesa y Menta a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en cordial glass.","1) Agregar Whiskey Bourbon, Jarabe de frambuesa y Menta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en cordial copa"
Rebujito,"clasico, espanol, jerez, rapido, refrescante, vino","1) Llenar vaso corto con hielo.
2) Agregar Manzanilla.
3) Completar con Bebida lima-limon y mezclar suavemente.
4) Decorar con Menta.","1) Agregar Manzanilla, Bebida lima-limon, Hielo y Menta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso corto"
Red Snapper,"citrico, clasico","1) Agregar Crown Royal, Amaretto y Jugo de arandano a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.","1) Agregar Crown Royal, Amaretto y Jugo de arandano a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Rose,"citrico, clasico, gin","1) Agregar Vermut seco, Gin, Brandy de damasco, Jugo de limon, Granadina y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Vermut seco, Gin, Brandy de damasco, Jugo de limon, Granadina y Azucar flor a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Rosemary Blue,"clasico, gin","1) Llenar copa balón con hielo.
2) Agregar Gin, Curacao azul y Romero.
3) Completar con Agua tonica y mezclar suavemente.","1) Agregar Gin, Curacao azul, Agua tonica y Romero a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa balón"
Rossini,"aperitivo, clasico, espumante, frutal, italiano","1) Agregar Frutillas y Prosecco a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa flauta.","1) Agregar Frutillas y Prosecco a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa flauta"
Royal Bitch,clasico,"1) Agregar Frangelico y Crown Royal a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso de shot bien frio.","1) Agregar Frangelico y Crown Royal a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso de shot"
Royal Fizz,"clasico, gin","1) Agregar Gin, Mezcla agridulce y Huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso collins y completar con Coca-Cola.","1) Agregar Gin, Mezcla agridulce, Huevo y Coca-Cola a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Royal Flush,"citrico, clasico","1) Agregar Crown Royal, Schnapps de durazno, Chambord raspberry liqueur y Jugo de arandano a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.","1) Agregar Crown Royal, Schnapps de durazno, Chambord raspberry liqueur y Jugo de arandano a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Royal Gin Fizz,"citrico, clasico, gin","1) Agregar Gin, Limon, Azucar flor y Huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Agua con gas.","1) Agregar Gin, Limon, Azucar flor, Huevo y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Ruby Tuesday,"citrico, clasico, gin","1) Agregar Gin, Jugo de arandano y Granadina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Gin, Jugo de arandano y Granadina a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Rum Cobbler,"citrico, clasico","1) Llenar vaso old fashioned con hielo.
2) Agregar Azucar y Ron oscuro.
3) Completar con Agua tonica y mezclar suavemente.
4) Decorar con Limon, Cereza marrasquino y Naranja.","1) Agregar Azucar, Agua tonica, Limon, Ron oscuro, Cereza marrasquino y Naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Rum Cooler,"citrico, clasico","1) Llenar vaso collins con hielo.
2) Agregar Ron.
3) Completar con Bebida lima-limon y mezclar suavemente.
4) Decorar con Limon.","1) Agregar Ron, Bebida lima-limon y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Rum Milk Punch,"clasico, cremoso","1) Agregar Ron claro, Leche y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.
4) Decorar con Nuez moscada.","1) Agregar Ron claro, Leche, Azucar flor y Nuez moscada a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Rum Old-fashioned,"amargo, clasico","1) Agregar Azucar flor y Amargo de angostura al vaso y mezclar hasta integrar.
2) Incorporar Ron claro, Ron 151 grados y Agua y hielo a gusto.
3) Revolver suavemente y servir en vaso old fashioned.
4) Decorar con Cascara de lima.","1) Agregar Ron claro, Ron 151 grados, Azucar flor, Amargo de angostura, Agua y Cascara de lima a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Rum Punch,"citrico, clasico, gin","1) Llenar ponchera con hielo.
2) Agregar Ron, Ponche de frutas y Jugo de naranja.
3) Completar con Ginger ale y mezclar suavemente.","1) Agregar Ron, Ginger ale, Ponche de frutas, Jugo de naranja y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en ponchera"
Rum Runner,"citrico, clasico","1) Agregar Ron Malibu, Brandy de mora, Jugo de naranja, Jugo de piña y Jugo de arandano a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Ron Malibu, Brandy de mora, Jugo de naranja, Jugo de piña y Jugo de arandano a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Rum Screwdriver,"citrico, clasico","1) Agregar Ron claro y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Ron claro y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Rum Sour,"citrico, clasico, sour","1) Agregar Ron claro, Jugo de limon y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.
4) Decorar con Naranja y Cereza marrasquino.","1) Agregar Ron claro, Jugo de limon, Azucar, Naranja y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Rum Toddy,clasico,"1) Agregar Ron, Azucar flor y Agua a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Cascara de limon.","1) Agregar Ron, Azucar flor, Cascara de limon y Agua a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Russian Spring Punch,"citrico, clasico","1) Agregar Vodka, Crema de cassis, Jarabe simple y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Vodka, Crema de cassis, Jarabe simple y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Rusty Nail,clasico,"1) Agregar Whisky escoces y Drambuie a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.
4) Decorar con Cascara de limon.","1) Agregar Whisky escoces, Drambuie y Cascara de limon a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Salty Dog,"citrico, clasico, gin","1) Agregar Jugo de pomelo y Gin a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Sal.","1) Agregar Jugo de pomelo, Gin y Sal a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
San Francisco,"citrico, clasico","1) Agregar Vodka, Crema de banana, Granadina y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Vodka, Crema de banana, Granadina y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
